"","ID","Sex","Age","Participate","Q1_A_1_P","Q2_A_1_P","Q3_A_1_P","Q4_A_1_P","Q5_A_1_P","Q6_A_1_P","Q7_A_1_P","Q8_A_1_P","Q9_A_1_P","Q10_A_1_P","Q11_A_2_P","Q12_A_2_P","Q13_A_2_P","Q14_A_2_P","Q15_A_2_P","Q16_A_2_P","Q17_A_2_P","Q18_A_2_P","Q19_A_2_P","Q20_A_2_P","Q21_A_3_P","Q22_A_3_P","Q23_A_3_P","Q24_A_3_P","Q25_A_3_P","Q26_A_3_P","Q27_A_3_P","Q28_A_3_P","Q29_A_3_P","Q30_A_3_P","Q1_A_1_S","Q2_A_1_S","Q3_A_1_S","Q4_A_1_S","Q5_A_1_S","Q6_A_1_S","Q7_A_1_S","Q8_A_1_S","Q9_A_1_S","Q10_A_1_S","Q11_A_2_S","Q12_A_2_S","Q13_A_2_S","Q14_A_2_S","Q15_A_2_S","Q16_A_2_S","Q17_A_2_S","Q18_A_2_S","Q19_A_2_S","Q20_A_2_S","Q21_A_3_S","Q22_A_3_S","Q23_A_3_S","Q24_A_3_S","Q25_A_3_S","Q26_A_3_S","Q27_A_3_S","Q28_A_3_S","Q29_A_3_S","Q30_A_3_S","Q1_A_3_P","Q2_A_3_P","Q3_A_3_P","Q4_A_3_P","Q5_A_3_P","Q6_A_3_P","Q7_A_3_P","Q8_A_3_P","Q9_A_3_P","Q10_A_3_P","Q11_A_1_P","Q12_A_1_P","Q13_A_1_P","Q14_A_1_P","Q15_A_1_P","Q16_A_1_P","Q17_A_1_P","Q18_A_1_P","Q19_A_1_P","Q20_A_1_P","Q21_A_2_P","Q22_A_2_P","Q23_A_2_P","Q24_A_2_P","Q25_A_2_P","Q26_A_2_P","Q27_A_2_P","Q28_A_2_P","Q29_A_2_P","Q30_A_2_P","Q1_A_3_S","Q2_A_3_S","Q3_A_3_S","Q4_A_3_S","Q5_A_3_S","Q6_A_3_S","Q7_A_3_S","Q8_A_3_S","Q9_A_3_S","Q10_A_3_S","Q11_A_1_S","Q12_A_1_S","Q13_A_1_S","Q14_A_1_S","Q15_A_1_S","Q16_A_1_S","Q17_A_1_S","Q18_A_1_S","Q19_A_1_S","Q20_A_1_S","Q21_A_2_S","Q22_A_2_S","Q23_A_2_S","Q24_A_2_S","Q25_A_2_S","Q26_A_2_S","Q27_A_2_S","Q28_A_2_S","Q29_A_2_S","Q30_A_2_S","Q1_A_2_P","Q2_A_2_P","Q3_A_2_P","Q4_A_2_P","Q5_A_2_P","Q6_A_2_P","Q7_A_2_P","Q8_A_2_P","Q9_A_2_P","Q10_A_2_P","Q11_A_3_P","Q12_A_3_P","Q13_A_3_P","Q14_A_3_P","Q15_A_3_P","Q16_A_3_P","Q17_A_3_P","Q18_A_3_P","Q19_A_3_P","Q20_A_3_P","Q21_A_1_P","Q22_A_1_P","Q23_A_1_P","Q24_A_1_P","Q25_A_1_P","Q26_A_1_P","Q27_A_1_P","Q28_A_1_P","Q29_A_1_P","Q30_A_1_P","Q1_A_2_S","Q2_A_2_S","Q3_A_2_S","Q4_A_2_S","Q5_A_2_S","Q6_A_2_S","Q7_A_2_S","Q8_A_2_S","Q9_A_2_S","Q10_A_2_S","Q11_A_3_S","Q12_A_3_S","Q13_A_3_S","Q14_A_3_S","Q15_A_3_S","Q16_A_3_S","Q17_A_3_S","Q18_A_3_S","Q19_A_3_S","Q20_A_3_S","Q21_A_1_S","Q22_A_1_S","Q23_A_1_S","Q24_A_1_S","Q25_A_1_S","Q26_A_1_S","Q27_A_1_S","Q28_A_1_S","Q29_A_1_S","Q30_A_1_S","Q1_B_1_P","Q2_B_1_P","Q3_B_1_P","Q4_B_1_P","Q5_B_1_P","Q6_B_1_P","Q7_B_1_P","Q8_B_1_P","Q9_B_1_P","Q10_B_1_P","Q11_B_2_P","Q12_B_2_P","Q13_B_2_P","Q14_B_2_P","Q15_B_2_P","Q16_B_2_P","Q17_B_2_P","Q18_B_2_P","Q19_B_2_P","Q20_B_2_P","Q21_B_3_P","Q22_B_3_P","Q23_B_3_P","Q24_B_3_P","Q25_B_3_P","Q26_B_3_P","Q27_B_3_P","Q28_B_3_P","Q29_B_3_P","Q30_B_3_P","Q1_B_1_S","Q2_B_1_S","Q3_B_1_S","Q4_B_1_S","Q5_B_1_S","Q6_B_1_S","Q7_B_1_S","Q8_B_1_S","Q9_B_1_S","Q10_B_1_S","Q11_B_2_S","Q12_B_2_S","Q13_B_2_S","Q14_B_2_S","Q15_B_2_S","Q16_B_2_S","Q17_B_2_S","Q18_B_2_S","Q19_B_2_S","Q20_B_2_S","Q21_B_3_S","Q22_B_3_S","Q23_B_3_S","Q24_B_3_S","Q25_B_3_S","Q26_B_3_S","Q27_B_3_S","Q28_B_3_S","Q29_B_3_S","Q30_B_3_S","Q1_B_3_P","Q2_B_3_P","Q3_B_3_P","Q4_B_3_P","Q5_B_3_P","Q6_B_3_P","Q7_B_3_P","Q8_B_3_P","Q9_B_3_P","Q10_B_3_P","Q11_B_1_P","Q12_B_1_P","Q13_B_1_P","Q14_B_1_P","Q15_B_1_P","Q16_B_1_P","Q17_B_1_P","Q18_B_1_P","Q19_B_1_P","Q20_B_1_P","Q21_B_2_P","Q22_B_2_P","Q23_B_2_P","Q24_B_2_P","Q25_B_2_P","Q26_B_2_P","Q27_B_2_P","Q28_B_2_P","Q29_B_2_P","Q30_B_2_P","Q1_B_3_S","Q2_B_3_S","Q3_B_3_S","Q4_B_3_S","Q5_B_3_S","Q6_B_3_S","Q7_B_3_S","Q8_B_3_S","Q9_B_3_S","Q10_B_3_S","Q11_B_1_S","Q12_B_1_S","Q13_B_1_S","Q14_B_1_S","Q15_B_1_S","Q16_B_1_S","Q17_B_1_S","Q18_B_1_S","Q19_B_1_S","Q20_B_1_S","Q21_B_2_S","Q22_B_2_S","Q23_B_2_S","Q24_B_2_S","Q25_B_2_S","Q26_B_2_S","Q27_B_2_S","Q28_B_2_S","Q29_B_2_S","Q30_B_2_S","Q1_B_2_P","Q2_B_2_P","Q3_B_2_P","Q4_B_2_P","Q5_B_2_P","Q6_B_2_P","Q7_B_2_P","Q8_B_2_P","Q9_B_2_P","Q10_B_2_P","Q11_B_3_P","Q12_B_3_P","Q13_B_3_P","Q14_B_3_P","Q15_B_3_P","Q16_B_3_P","Q17_B_3_P","Q18_B_3_P","Q19_B_3_P","Q20_B_3_P","Q21_B_1_P","Q22_B_1_P","Q23_B_1_P","Q24_B_1_P","Q25_B_1_P","Q26_B_1_P","Q27_B_1_P","Q28_B_1_P","Q29_B_1_P","Q30_B_1_P","Q1_B_2_S","Q2_B_2_S","Q3_B_2_S","Q4_B_2_S","Q5_B_2_S","Q6_B_2_S","Q7_B_2_S","Q8_B_2_S","Q9_B_2_S","Q10_B_2_S","Q11_B_3_S","Q12_B_3_S","Q13_B_3_S","Q14_B_3_S","Q15_B_3_S","Q16_B_3_S","Q17_B_3_S","Q18_B_3_S","Q19_B_3_S","Q20_B_3_S","Q21_B_1_S","Q22_B_1_S","Q23_B_1_S","Q24_B_1_S","Q25_B_1_S","Q26_B_1_S","Q27_B_1_S","Q28_B_1_S","Q29_B_1_S","Q30_B_1_S","P_ID","Block","Block_Part"
"59",59,2,37,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"カチカチ","先が見えない","壊れることがある","優しい","突如降り掛かる","重い","視野の一部が遮られる","おさめることができない","陽を跳ね返す","濡れている","煌びやかで、眩しい","やがて音がしなくなり、正しい時を刻む","そよそよとはためき、広大だ","色々な匂いがして豪華だ","厳格で、制限がされる","祝福すべきものであって、小躍りしたくなる","独りであると強く感じ、寒気がする","単独で動いており、恐ろしい","重さを感じず、銀世界のよう","山あり谷あり、スリルがある","柔らかく抱き込み、広い","いつまでも頭から離れず、色がついて綺麗だ","探求するもので、みつからず、永遠に謎のまま","空っぽで、苦しくて、悲しい","辛く、冷え切ったものにならず、燃え上がっている","刃のように人に突き刺さり、心が荒んでいく","思っていたものと違い、脳裏に焼き付いて、どんどん目が離せなくなる","心無い人形のようで息苦しい","勝敗を決めるために互いが反論し、まるで戦争のようだ","心が休まり、小鳥の囀りのような囁きに聞こえる",1,1,3,2,1,2,1,1,2,1,2,3,1,1,1,2,2,1,2,2,2,1,3,2,3,2,1,2,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895267,4,4
"60",60,2,30,3,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ゴミのようだ","暗いトンネルのようだ","積み木のようだ","ろうそくの火のようだ","地震のようだ","海の底のようだ","目隠しのようだ","地震のようだ","美しい湖のようだ","ナメクジみたいだ","花のようだ","メトロノームのようだ","海のような","花畑のようだ","四角四面だ","愉快だ","氷のようだ","スーパーマンだ","ふんわりしている","旅のようだ","母のようだ","ヴィヴィッドだ","雲の中だ","耐えがたいものだ","マグマのようだ","病気のようだ","磁石のようだ","のしかかる氷のようだ","嵐のようだ","笛の音のようだ",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957115,2,2
"61",61,2,34,1,"嫌なにおいがする","出口のないトンネルのようだ","次の理論を導くことができる","失われる","神のみぞ知る","物音ひとつ立てない","濃い","予測できない","綺麗だ","不健康そうだ","向日葵のようだ","絶えることなく波打っている","風が遠くまで吹きわたっている","大輪の花が咲いたような魅力がある","生真面目で融通が利かない","幸せで輝いている","氷のように刺す","熊のようだ","ホイップクリームのようだ","山あり谷ありで終わりは遠い","母のような包容力がある","一度見たら忘れられない輝きを放っている","ゴールもヒントもない迷宮だ","世界中から拒絶されたような苦しみだ","熱病のようだ","治療法のない伝染病のようだ","磁石のようだ","希望も温かさもなく締めつける","活発な論戦が結論が出るまで交わされる","偏りがなく信頼できる",1,2,2,1,3,1,1,1,1,1,2,1,1,2,1,1,2,2,2,3,2,1,2,2,2,2,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604009,1,1
"62",62,1,41,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"便所のようだ","拭うことが出来ず、先行きが見えない","不完全であり発展途上だ","温もりのある光だ、そしてやがて消えゆく","ジェットコースターのような急展開で悲劇的で誰にも予想ができない","深海のようだ","視界を奪い、白い","濁流のように、ふいに来る","宝石のようだ","分厚くヌメヌメしており、生理的に受け付けない","薔薇の花束のようだ","いつか活動を停止する","風によって揺られている","色々な匂いがする","シビアだ","喜ばしい","空虚さを感じる","単独主義者だ","フワフワだ","苦労の連続だ","母親のようだ","脳に記憶としてインプットされ、煌びやかだ","求めても理解するのは無理だ","虚無感であり、苦しい","苦行のようだが、炎のように燃えさかっている","陰湿で、周りの人に害を与える","弾けるようで、逃れられない","機械的で温かみがない","対決して勝敗を決める","一流のソプラノ歌手のようだ",2,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,3,2,1,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717251,5,5
"63",63,1,43,6,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ゴミ収集車のようだ","トンネルのようだ","ブロックのようだ","ろうそくのようだ","原因不明の病気のようだ","森の中のようだ","スモークのようだ","ハリケーンのようだ","澄んだ湖のようだ","気持ち悪い爬虫類のようだ","ステージの上のようだ","ゼンマイ式の人形だ","心地よい","多彩な匂いだ","方ぐるし","すばらしい","切ない","孤独だ","綿のようだ","辛いことがある","パイ生地のようだ","鮮明な絵画のようだ","探検するものだ","退屈だ","受験のようだ","猛毒のようだ","磁石のようだ","水中の中のようだ","戦争のようだ","心に響く音楽だ",2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277006,5,5
"64",64,1,52,1,"鼻につく","霧の中にいる","積み木だ","風前の灯","予測不能だ","深い洞窟の中にいるようだ","ミルクのようである","予測不能だ","透き通っている","ナマコみたい","ひまわりだ","メトロノームだ","風にたなびいている","鼻を刺激する","警官のようだ","ピアノだ","真冬だ","武器みたいだ","はかない","山あり谷あり","母のようだ","眼の奥に残る","未知の国に行くようだ","耐えがたい","蒸し風呂だ","津波みたい","磁石だ","洞窟の中だ","激闘だ","絶対である",2,1,2,1,1,2,3,1,2,3,2,2,2,2,3,2,1,3,2,2,1,1,2,2,3,2,1,2,2,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,528423,1,1
"65",65,2,38,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"不潔である","一寸先は闇状態である","幾重にもなって作られている","無になり、良い方向へ向かっている","神のみぞ知る","水を売ったような静けさだ","濃い","突発的で沸点が低い","純真無垢である","醜く膨れている","大輪の花が咲いているようだ","規則的に動き続けているが、やがて停止する","広範囲で風に揺られている","花畑にいるような香りがする","格式張っていて窮屈である","将来が明るく輝いている","果てしなく強い","屈強で恐ろしく、一匹狼である","ふんわりとしていて、真綿のようである","山あり谷あり","広大だ","すばらしい","導き出せない","強い","ピークに向かっている","人に悪影響を及ぼす","目を見張るものがある","寒々しい","白熱している","弱い",1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607604,3,3
"66",66,1,56,4,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"丈夫だ","明らかでない","100％正しくはないかも知れない","夢がある","平坦ではない","長い","深い","抑えられない","光り輝く","濡れている","麗らかで、晴れやか","そのうちじっとして、明確だ","どこまでも続く","色々な香気を放ち、素敵だ","正しく、捕らえられる","成就する","無情であり、冷たい","共感力が低く、冷たい","淡く、儚い","楽なことばかりではない","懐が深く、壮大だ","記憶に残り、クリアで、素晴らしい","苦労してようやく手に入れるものだ","空虚で、苦しく、空しい","辛く、薄れず、情熱的だ","危うく、人を傷つけ、心に及ぶ","否定的で、逃れられず、興味をそそられる","すべてを飲み込んでしまうように深い","誰もが安易には賛成しない","安らかで、囁くように小さい",1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647786,4,4
"67",67,1,41,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"古びている","想像できず、心配だ","こつこつと考えていくものだ","ないが、笑顔だ","この先何があるかわからず、恐怖に感じる","すごくおとなしい","あたりを真っ白にする","唐突で、すごい勢いだ","輝いている","たらこのようだ","太陽のようだ","刻一刻と死に近づいている","ゆらゆらと揺れ波のようだ","人を幸せにする香りがする","よそよそしく、肩に力が入っている","晴れ晴れとしている","冷凍庫の中にいるようだ","孤独で強い","綿のようだ","順風満帆にはいかない","広い","最高だ","迷走する","耐え難い","燃えている","人を恐怖に陥れる","まわりの人を輝かせる","冷酷だ","炎上する","物静かだ",1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753429,3,3
"68",68,2,32,2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"使い古され、不快な臭いがする。","梅雨時期の雲のように消えることがない。","繰り返すことによって成立する。","さらに満ちている。","誰にもわからず、不安を駆り立てる。","海の底のようだ。","辺りを包み込み、視界を遮っている。","突発的で、山の噴火のようだ。","曇りない。","色の悪い鱈子のようだ。","健やかで、五月晴れの空を思わせる。","時計の秒針のごとく鼓動し、いずれはその役目を終える。","豊かに実をつけ、金色の大海原のようだ。","甘く匂い立つ花束のようだ。","誰に対しても非常に厳格だ。","若々しく甘酸っぱくて、青春そのものだ。","音のない雪原に一人取り残されたようだ。","一匹狼で、かつ威圧感を放っている。","風に舞い散り、踏み締めるときめ細かい感触がする。","険しい山道の続く旅路のようだ。","広大だ。","実に明媚だ。","手の届かないところにある。","心を凍えさせる。","燃え上がる炎のようだ。","人に悪影響を及ぼす。","いつも視線を持っていって離さない。","体温を奪う。","加熱している。","小さく控えめだ。",1,2,1,1,1,2,3,2,1,2,2,2,2,2,1,3,2,1,1,2,1,1,1,2,2,1,3,1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587445,3,3
